region,state,lga,tier,count
North Central,Niger,Munya,Tier 4,4
South West,Lagos,Mushin,Tier 4,2
North East,Gombe,Nafada,Tier 4,0
North East,Yobe,Nangere,Tier 4,3
North West,Kano,Nasarawa,Tier 4,2
North Central,Nasarawa,Nasarawa Eggon,Tier 4,0
South South,Delta,Ndokwa East,Tier 4,0
South South,Delta,Ndokwa West,Tier 4,2
South South,Bayelsa,Nembe,Tier 4,0
North East,Borno,Nganzai,Tier 4,0
South East,Imo,Ngor Okpala,Tier 4,3
North East,Yobe,Nguru,Tier 4,0
North East,Bauchi,Ningi,Tier 4,0
South East,Imo,Njaba,Tier 4,1
South East,Anambra,Njikoka,Tier 4,1
South East,Enugu,Nkanu East,Tier 4,0
South East,Enugu,Nkanu West,Tier 4,7
South East,Imo,Nkwerre,Tier 4,0
South East,Anambra,Nnewi North,Tier 4,0
South East,Anambra,Nnewi South,Tier 4,2
South South,Akwa-Ibom,Nsit-Atai,Tier 4,1
South South,Akwa-Ibom,Nsit-Ibom,Tier 4,0
South South,Akwa-Ibom,Nsit-Ubium,Tier 4,0
South East,Enugu,Nsukka,Tier 4,4
North East,Adamawa,Numan,Tier 4,1
South East,Imo,Nwangele,Tier 4,5
South West,Ogun,Obafemi Owode,Tier 4,3
South South,Cross-River,Obanliku,Tier 4,0
North Central,Nasarawa,Obi,Tier 4,6
South East,Abia,Obi Ngwa,Tier 4,11
South South,Rivers,Obio-Akpor,Tier 4,2
South West,Osun,Obokun,Tier 4,1
South South,Akwa-Ibom,Obot Akara,Tier 4,0
South East,Imo,Obowo,Tier 4,0
South South,Cross-River,Obubra,Tier 4,0
South South,Cross-River,Obudu,Tier 4,0
South West,Ogun,Odeda,Tier 4,0
South West,Ondo,Odigbo,Tier 4,7
South West,Osun,Odo-Otin,Tier 4,0
South West,Ogun,Odogbolu,Tier 4,0
South South,Cross-River,Odukpani,Tier 4,0
North Central,Kwara,Offa,Tier 4,0
North Central,Kogi,Ofu,Tier 4,0
South South,Rivers,Ogba-Egbema-Ndoni,Tier 4,0
North Central,Benue,Ogbadibo,Tier 4,0
South East,Anambra,Ogbaru,Tier 4,3
South South,Bayelsa,Ogbia,Tier 4,0
South West,Oyo,Ogbomosho North,Tier 4,1
South West,Oyo,Ogbomosho South,Tier 4,0
South West,Oyo,Ogo Oluwa,Tier 4,2
South South,Cross-River,Ogoja,Tier 4,11
South South,Rivers,Ogu-Bolo,Tier 4,6
South West,Ogun,Ogun Waterside,Tier 4,0
South East,Imo,Oguta,Tier 4,0
South East,Abia,Ohafia,Tier 4,0
South East,Imo,Ohaji/Egbema,Tier 4,0
South South,Ebonyi,Ohaozara,Tier 4,2
South South,Ebonyi,Ohaukwu,Tier 4,0
North Central,Benue,Ohimini,Tier 4,2
South East,Enugu,Oji River,Tier 4,0
South West,Lagos,Ojo,Tier 4,11
North Central,Benue,Oju,Tier 4,2
North Central,Kwara,Oke Ero,Tier 4,2
North Central,Kogi,Okehi,Tier 4,0
North Central,Kogi,Okene,Tier 4,0
South East,Imo,Okigwe,Tier 4,0
South South,Rivers,Okirika,Tier 4,11
South West,Ondo,Okitipupa,Tier 4,1
South South,Akwa-Ibom,Okobo,Tier 4,0
South South,Delta,Okpe,Tier 4,8
North Central,Benue,Okpokwu,Tier 4,0
South West,Osun,Ola-Oluwa,Tier 4,0
North Central,Kogi,Olamaboro,Tier 4,0
South West,Osun,Olorunda,Tier 4,0
South West,Oyo,Olorunsogo,Tier 4,0
South West,Oyo,Oluyole,Tier 4,0
North Central,Kogi,Omala,Tier 4,0
South South,Rivers,Omuma,Tier 4,0
South West,Oyo,Ona Ara,Tier 4,0
South West,Ondo,Ondo East,Tier 4,10
South West,Ondo,Ondo West,Tier 4,0
South South,Ebonyi,Onicha,Tier 4,0
South East,Anambra,Onitsha North,Tier 4,0
South East,Anambra,Onitsha South,Tier 4,4
South South,Akwa-Ibom,Onna,Tier 4,2
South East,Imo,Onuimo,Tier 4,1
South South,Rivers,Opobo-Nkoro,Tier 4,0
South South,Edo,Oredo,Tier 4,0
South West,Oyo,Orelope,Tier 4,0
South South,Edo,Orhionmwon,Tier 4,0
South West,Osun,Ori-Ade,Tier 4,8
South West,Oyo,Orire,Tier 4,0
South East,Imo,Orlu,Tier 4,2
South West,Osun,Orolu,Tier 4,0
South South,Akwa-Ibom,Oron,Tier 4,0
South East,Imo,Orsu,Tier 4,0
South East,Imo,Oru East,Tier 4,0
South East,Imo,Oru West,Tier 4,0
South South,Akwa-Ibom,Oruk Anam,Tier 4,0
South East,Anambra,Orumba North,Tier 4,0
South East,Anambra,Orumba South,Tier 4,0
South West,Ondo,Ose,Tier 4,0
South South,Delta,Oshimili North,Tier 4,6
South South,Delta,Oshimili South,Tier 4,5
South West,Lagos,Oshodi-Isolo,Tier 4,7
South East,Abia,Osisioma,Tier 4,12
South West,Osun,Osogbo,Tier 4,0
North Central,Benue,Oturkpo,Tier 4,0
South South,Edo,Ovia North-East,Tier 4,0
South South,Edo,Ovia South-West,Tier 4,0
South South,Edo,Owan East,Tier 4,0
South South,Edo,Owan West,Tier 4,3
South East,Imo,Owerri Municipal,Tier 4,1
South East,Imo,Owerri North,Tier 4,1
South East,Imo,Owerri West,Tier 4,2
South West,Ondo,Owo,Tier 4,9
South West,Ekiti,Oye,Tier 4,0
South East,Anambra,Oyi,Tier 4,0
South South,Rivers,Oyigbo,Tier 4,0
South West,Oyo,Oyo East,Tier 4,0
South West,Oyo,Oyo West,Tier 4,0
North Central,Kwara,Oyun,Tier 4,7
North Central,Niger,Paikoro,Tier 4,0
North Central,Plateau,Pankshin,Tier 4,0
South South,Delta,Patani,Tier 4,0
South South,Rivers,Port Harcourt,Tier 4,0
North East,Yobe,Potiskum,Tier 4,1
North Central,Plateau,Quaran Pan,Tier 4,0
North Central,Niger,Rafi,Tier 4,0
North West,Kano,Rano,Tier 4,1
South West,Ogun,Remo North,Tier 4,3
North West,Katsina,Rimi,Tier 4,0
North West,Kano,Rimin Gado,Tier 4,0
North West,Jigawa,Ringim,Tier 4,0
North Central,Plateau,Riyom,Tier 4,0
North West,Kano,Rogo,Tier 4,3
North West,Jigawa,Roni,Tier 4,0
North West,Kaduna,Sabon Gari,Tier 4,7
South South,Bayelsa,Sagbama,Tier 4,0
North West,Kebbi,Sakaba,Tier 4,0
South West,Oyo,Saki East,Tier 4,0
South West,Oyo,Saki West,Tier 4,0
North West,Katsina,Sandamu,Tier 4,0
North West,Kaduna,Sanga,Tier 4,0
South South,Delta,Sapele,Tier 4,3
North East,Taraba,Sardauna,Tier 4,0
South West,Ogun,Shagamu,Tier 4,0
North West,Sokoto,Shagari,Tier 4,0
North West,Kebbi,Shanga,Tier 4,1
North East,Borno,Shani,Tier 4,1
North West,Kano,Shanono,Tier 4,0
North East,Adamawa,Shelleng,Tier 4,0
North Central,Plateau,Shendam,Tier 4,0
North East,Bauchi,Shira,Tier 4,0
North Central,Niger,Shiroro,Tier 4,6
North East,Gombe,Shongom,Tier 4,0
North West,Sokoto,Silame,Tier 4,0
North West,Kaduna,Soba,Tier 4,0
North West,Sokoto,Sokoto North,Tier 4,4
North West,Sokoto,Sokoto South,Tier 4,0
South West,Lagos,Somolu,Tier 4,15
North East,Adamawa,Song,Tier 4,0
South South,Bayelsa,Southern Ijaw,Tier 4,0
North West,Jigawa,Sule Tankarkar,Tier 4,4
North Central,Niger,Suleja,Tier 4,0
North West,Kano,Sumaila,Tier 4,0
North West,Kebbi,Suru,Tier 4,0
South West,Oyo,Surulere,Tier 4,7
North Central,Niger,Tafa,Tier 4,5
North East,Bauchi,Tafawa Balewa,Tier 4,1
South South,Rivers,Tai,Tier 4,11
North West,Kano,Takai,Tier 4,5
North East,Taraba,Takum,Tier 4,0
North West,Zamfara,Talata-Mafara,Tier 4,0
North West,Sokoto,Tambuwal,Tier 4,0
North West,Sokoto,Tangaza,Tier 4,0
North West,Kano,Tarauni,Tier 4,0
North Central,Benue,Tarka,Tier 4,9
North East,Yobe,Tarmuwa,Tier 4,0
North West,Jigawa,Taura,Tier 4,0
North West,Kano,Tofa,Tier 4,0
North East,Bauchi,Toro,Tier 4,2
North Central,Nasarawa,Toto,Tier 4,0
North East,Adamawa,Toungo,Tier 4,1
North West,Zamfara,Tsafe,Tier 4,1
North West,Kano,Tsanyawa,Tier 4,0
North West,Kano,Tudun Wada,Tier 4,0
South East,Enugu,Udenu,Tier 4,0
South East,Enugu,Udi,Tier 4,1
South South,Delta,Udu,Tier 4,1
South South,Akwa-Ibom,Udung-Uko,Tier 4,0
South South,Delta,Ughelli North,Tier 4,3
South South,Delta,Ughelli South,Tier 4,4
South East,Abia,Ugwunagbo,Tier 4,2
South South,Edo,Uhunmwonde,Tier 4,2
South South,Akwa-Ibom,Ukanafun,Tier 4,0
North Central,Benue,Ukum,Tier 4,2
South East,Abia,Ukwa East,Tier 4,4
South East,Abia,Ukwa West,Tier 4,0
South South,Delta,Ukwuani,Tier 4,2
South East,Abia,Umu Nneochi,Tier 4,0
South East,Abia,Umuahia North,Tier 4,3
South East,Abia,Umuahia South,Tier 4,1
North West,Kano,Ungogo,Tier 4,5
South South,Akwa-Ibom,Uruan,Tier 4,1
South South,Akwa-Ibom,Urue-Offong/Oruko,Tier 4,2
North Central,Benue,Ushongo,Tier 4,0
North East,Taraba,Ussa,Tier 4,0
South South,Delta,Uvwie,Tier 4,0
South South,Akwa-Ibom,Uyo,Tier 4,1
South East,Enugu,Uzo-Uwani,Tier 4,0
North Central,Benue,Vandeikya,Tier 4,2
North West,Sokoto,Wamakko,Tier 4,1
North Central,Nasarawa,Wamba,Tier 4,1
North West,Kano,Warawa,Tier 4,0
North East,Bauchi,Warji,Tier 4,0
South South,Delta,Warri North,Tier 4,0
South South,Delta,Warri South,Tier 4,2
South South,Delta,Warri South West,Tier 4,1
North Central,Plateau,Wase,Tier 4,0
North West,Kano,Wudil,Tier 4,1
North East,Taraba,Wukari,Tier 4,0
North West,Sokoto,Wurno,Tier 4,0
North Central,Niger,Wushishi,Tier 4,0
North West,Sokoto,Yabo,Tier 4,0
North Central,Kogi,Yagba East,Tier 4,4
North Central,Kogi,Yagba West,Tier 4,1
South South,Cross-River,Yakurr,Tier 4,6
South South,Cross-River,Yala,Tier 4,10
North East,Gombe,Yamaltu/Deba,Tier 4,1
North West,Jigawa,Yankwashi,Tier 4,0
North West,Kebbi,Yauri,Tier 4,5
South South,Bayelsa,Yenagoa,Tier 4,0
South West,Ogun,Yewa North,Tier 4,0
South West,Ogun,Yewa South,Tier 4,0
North East,Adamawa,Yola North,Tier 4,1
North East,Adamawa,Yola South,Tier 4,0
North East,Taraba,Yorro,Tier 4,1
North East,Yobe,Yunusari,Tier 4,1
North East,Yobe,Yusufari,Tier 4,1
North East,Bauchi,Zaki,Tier 4,0
North West,Katsina,Zango,Tier 4,0
North West,Kaduna,Zangon Kataf,Tier 4,0
North West,Kaduna,Zaria,Tier 4,5
North East,Taraba,Zing,Tier 4,0
North West,Zamfara,Zurmi,Tier 4,0
North West,Kebbi,Zuru,Tier 4,0
North Central,Nasarawa,keana,Tier 4,0
North Central,Kogi,ogori/magongo,Tier 4,1
South East,Abia,Aba North,Tier 5,0
South East,Abia,Aba South,Tier 5,0
North Central,FCT/Abuja,Abaji,Tier 5,0
South South,Akwa-Ibom,Abak,Tier 5,0
South South,Ebonyi,Abakaliki,Tier 5,0
South West,Ogun,Abeokuta North,Tier 5,0
South West,Ogun,Abeokuta South,Tier 5,0
South South,Cross-River,Abi,Tier 5,0
South East,Imo,Aboh Mbaise,Tier 5,0
South South,Rivers,Abua-Odual,Tier 5,0
North Central,FCT/Abuja,Abuja Municipal Area Council,Tier 5,0
North Central,Kogi,Adavi,Tier 5,0
North Central,Benue,Ado,Tier 5,0
South West,Ekiti,Ado Ekiti,Tier 5,0
South West,Ogun,Ado-Odo/Ota,Tier 5,0
South West,Oyo,Afijio,Tier 5,0
South South,Ebonyi,Afikpo,Tier 5,0
North Central,Niger,Agaie,Tier 5,0
North Central,Benue,Agatu,Tier 5,0
South West,Lagos,Agege,Tier 5,0
South East,Anambra,Aguata,Tier 5,0
South East,Imo,Ahiazu Mbaise,Tier 5,0
South South,Rivers,Ahoada East,Tier 5,0
South South,Rivers,Ahoada West,Tier 5,0
South West,Osun,Aiyedaade,Tier 5,0
South West,Osun,Aiyedire,Tier 5,0
North Central,Kogi,Ajaokuta,Tier 5,0
South West,Lagos,Ajeromi-Ifelodun,Tier 5,0
North West,Kano,Ajingi,Tier 5,0
South South,Cross-River,Akamkpa,Tier 5,0
South West,Oyo,Akinyele,Tier 5,0
North East,Gombe,Akko,Tier 5,0
South West,Ondo,Akoko North-East,Tier 5,0
South West,Ondo,Akoko North-West,Tier 5,0
South West,Ondo,Akoko South-East,Tier 5,0
South West,Ondo,Akoko South-West,Tier 5,0
South South,Edo,Akoko-Edo,Tier 5,0
South South,Cross-River,Akpabuyo,Tier 5,0
South South,Rivers,Akuku Toru,Tier 5,0
South West,Ondo,Akure North,Tier 5,0
South West,Ondo,Akure South,Tier 5,0
North Central,Nasarawa,Akwanga,Tier 5,0
North West,Kano,Albasu,Tier 5,0
North West,Kebbi,Aleiro,Tier 5,0
South West,Lagos,Alimosho,Tier 5,0
North East,Bauchi,Alkaleri,Tier 5,0
South West,Lagos,Amuwo-Odofin,Tier 5,0
South East,Anambra,Anambra East,Tier 5,0
South East,Anambra,Anambra West,Tier 5,0
South East,Anambra,Anaocha,Tier 5,0
South South,Rivers,Andoni,Tier 5,0
South East,Enugu,Aninri,Tier 5,0
South South,Delta,Aniocha North,Tier 5,0
South South,Delta,Aniocha South,Tier 5,0
North Central,Kogi,Ankpa,Tier 5,0
North Central,Benue,Apa,Tier 5,0
South West,Lagos,Apapa,Tier 5,0
North East,Taraba,Ardo Kola,Tier 5,0
North West,Kebbi,Arewa,Tier 5,0
North West,Kebbi,Argungu,Tier 5,0
South East,Abia,Arochukwu,Tier 5,0
North Central,Kwara,Asa,Tier 5,0
South South,Rivers,Asari Toru,Tier 5,0
North East,Borno,Askira/Uba,Tier 5,0
South West,Osun,Atakunmosa East,Tier 5,0
South West,Osun,Atakunmosa West,Tier 5,0
South West,Oyo,Atiba,Tier 5,0
South West,Oyo,Atisbo,Tier 5,0
North West,Kebbi,Augie,Tier 5,0
North West,Jigawa,Auyo,Tier 5,0
North Central,Nasarawa,Awe,Tier 5,0
South East,Enugu,Awgu,Tier 5,0
South East,Anambra,Awka North,Tier 5,0
South East,Anambra,Awka South,Tier 5,0
South East,Anambra,Ayamelum,Tier 5,0
North West,Jigawa,Babura,Tier 5,0
South West,Lagos,Badagry,Tier 5,0
North East,Yobe,Bade,Tier 5,0
North West,Kebbi,Bagudo,Tier 5,0
North West,Kano,Bagwai,Tier 5,0
South South,Cross-River,Bakassi,Tier 5,0
North West,Katsina,Bakori,Tier 5,0
North West,Zamfara,Bakuka,Tier 5,0
North East,Gombe,Balanga,Tier 5,0
North East,Taraba,Bali,Tier 5,0
North East,Borno,Bama,Tier 5,0
North Central,Plateau,Barkin Ladi,Tier 5,0
North Central,Plateau,Bassa,Tier 5,0
North West,Katsina,Batagarawa,Tier 5,0
North East,Bauchi,Bauchi,Tier 5,0
North West,Katsina,Baure,Tier 5,0
North East,Borno,Bayo,Tier 5,0
North West,Kano,Bebeji,Tier 5,0
South South,Cross-River,Bekwarra,Tier 5,0
South East,Abia,Bende,Tier 5,0
South South,Cross-River,Biase,Tier 5,0
North West,Kano,Bichi,Tier 5,0
North Central,Niger,Bida,Tier 5,0
North East,Gombe,Billiri,Tier 5,0
North West,Katsina,Bindawa,Tier 5,0
North West,Sokoto,Binji,Tier 5,0
North West,Kebbi,Birnin Kebbi,Tier 5,0
North West,Jigawa,Birnin Kudu,Tier 5,0
North West,Zamfara,Birnin Magaji/Kiyaw,Tier 5,0
North West,Jigawa,Birniwa,Tier 5,0
North East,Borno,Biu,Tier 5,0
North West,Sokoto,Bodinga,Tier 5,0
North East,Bauchi,Bogoro,Tier 5,0
South South,Cross-River,Boki,Tier 5,0
North Central,Plateau,Bokkos,Tier 5,0
South West,Osun,Boluwaduro,Tier 5,0
South South,Delta,Bomadi,Tier 5,0
South South,Rivers,Bonny,Tier 5,0
North Central,Niger,Borgu,Tier 5,0
South West,Osun,Boripe,Tier 5,0
North Central,Niger,Bosso,Tier 5,0
South South,Bayelsa,Brass,Tier 5,0
North West,Jigawa,Buji,Tier 5,0
North West,Zamfara,Bukkuyum,Tier 5,0
North West,Zamfara,Bungudu,Tier 5,0
North West,Kano,Bunkure,Tier 5,0
North West,Kebbi,Bunza,Tier 5,0
North East,Yobe,Bursari,Tier 5,0
North Central,Benue,Buruku,Tier 5,0
South South,Delta,Burutu,Tier 5,0
North Central,FCT/Abuja,Bwari,Tier 5,0
South South,Cross-River,Calabar Municipal,Tier 5,0
South South,Cross-River,Calabar South,Tier 5,0
North Central,Niger,Chanchaga,Tier 5,0
North West,Katsina,Charanchi,Tier 5,0
North East,Borno,Chibok,Tier 5,0
North West,Kaduna,Chikun,Tier 5,0
North West,Kano,Dala,Tier 5,0
North East,Yobe,Damaturu,Tier 5,0
North East,Bauchi,Damban,Tier 5,0
North West,Kano,Dambatta,Tier 5,0
North East,Borno,Damboa,Tier 5,0
North West,Katsina,Dan Musa,Tier 5,0
North West,Kebbi,Dandi,Tier 5,0
North West,Sokoto,Dange Shuni,Tier 5,0
North West,Katsina,Danja,Tier 5,0
North West,Kebbi,Danko wasagu,Tier 5,0
North East,Bauchi,Darazo,Tier 5,0
North East,Bauchi,Dass,Tier 5,0
North West,Katsina,Daura,Tier 5,0
North West,Kano,Dawakin Kudu,Tier 5,0
North West,Kano,Dawakin Tofa,Tier 5,0
South South,Rivers,Degema,Tier 5,0
North Central,Kogi,Dekina,Tier 5,0
North East,Adamawa,Demsa,Tier 5,0
North East,Borno,Dikwa,Tier 5,0
North West,Kano,Doguwa,Tier 5,0
North Central,Nasarawa,Doma,Tier 5,0
North East,Taraba,Donga,Tier 5,0
North East,Gombe,Dukku,Tier 5,0
South East,Anambra,Dunukofia,Tier 5,0
North West,Jigawa,Dutse,Tier 5,0
North West,Katsina,Dutsi,Tier 5,0
North West,Katsina,Dutsin Ma,Tier 5,0
South South,Akwa-Ibom,Eastern Obolo,Tier 5,0
South South,Ebonyi,Ebonyi,Tier 5,0
North Central,Niger,Edati,Tier 5,0
South South,Ebonyi,Edda,Tier 5,0
South West,Osun,Ede North,Tier 5,0
South West,Osun,Ede South,Tier 5,0
South West,Ekiti,Efon,Tier 5,0
South West,Oyo,Egbeda,Tier 5,0
South West,Osun,Egbedore,Tier 5,0
South South,Edo,Egor,Tier 5,0
South East,Imo,Ehime Mbano,Tier 5,0
South West,Osun,Ejigbo,Tier 5,0
South South,Bayelsa,Ekeremor,Tier 5,0
South South,Akwa-Ibom,Eket,Tier 5,0
North Central,Kwara,Ekiti,Tier 5,0
South West,Ekiti,Ekiti East,Tier 5,0
South West,Ekiti,Ekiti South-West,Tier 5,0
South West,Ekiti,Ekiti West,Tier 5,0
South East,Anambra,Ekwusigo,Tier 5,0
South South,Rivers,Eleme,Tier 5,0
South South,Rivers,Emohua,Tier 5,0
South West,Ekiti,Emure,Tier 5,0
South East,Enugu,Enugu East,Tier 5,0
South East,Enugu,Enugu North,Tier 5,0
South East,Enugu,Enugu South,Tier 5,0
South West,Lagos,Epe,Tier 5,0
South South,Edo,Esan Central,Tier 5,0
South South,Edo,Esan North-East,Tier 5,0
South South,Edo,Esan South-East,Tier 5,0
South South,Edo,Esan West,Tier 5,0
South West,Ondo,Ese Odo,Tier 5,0
South South,Akwa-Ibom,Esit Eket,Tier 5,0
South South,Akwa-Ibom,Essien Udim,Tier 5,0
South South,Rivers,Etche,Tier 5,0
South South,Delta,Ethiope East,Tier 5,0
South South,Delta,Ethiope West,Tier 5,0
South West,Lagos,Eti-Osa,Tier 5,0
South South,Akwa-Ibom,Etim Ekpo,Tier 5,0
South South,Akwa-Ibom,Etinan,Tier 5,0
South South,Edo,Etsako Central,Tier 5,0
South South,Edo,Etsako East,Tier 5,0
South South,Edo,Etsako West,Tier 5,0
South South,Cross-River,Etung,Tier 5,0
South West,Ogun,Ewekoro,Tier 5,0
South East,Enugu,Ezeagu,Tier 5,0
South East,Imo,Ezinihitte,Tier 5,0
South South,Ebonyi,Ezza North,Tier 5,0
South South,Ebonyi,Ezza South,Tier 5,0
North West,Kano,Fagge,Tier 5,0
North West,Kebbi,Fakai,Tier 5,0
North East,Yobe,Fika,Tier 5,0
North East,Adamawa,Fufure,Tier 5,0
North East,Gombe,Funakaye,Tier 5,0
North East,Yobe,Fune,Tier 5,0
North West,Katsina,Funtua,Tier 5,0
North West,Kano,Gabasawa,Tier 5,0
North West,Sokoto,Gada,Tier 5,0
North West,Jigawa,Gagarawa,Tier 5,0
North East,Bauchi,Gamawa,Tier 5,0
North East,Bauchi,Ganjuwa,Tier 5,0
North East,Adamawa,Ganye,Tier 5,0
North West,Jigawa,Garki,Tier 5,0
North West,Kano,Garko,Tier 5,0
North West,Kano,Garun Mallam,Tier 5,0
North East,Taraba,Gashaka,Tier 5,0
North East,Taraba,Gassol,Tier 5,0
North West,Kano,Gaya,Tier 5,0
North Central,Niger,Gbako,Tier 5,0
North Central,Benue,Gboko,Tier 5,0
South West,Ekiti,Gbonyin,Tier 5,0
North East,Yobe,Geidam,Tier 5,0
North West,Kano,Gezawa,Tier 5,0
North East,Bauchi,Giade,Tier 5,0
North East,Adamawa,Girei,Tier 5,0
North West,Kaduna,Giwa,Tier 5,0
South South,Rivers,Gokana,Tier 5,0
North East,Gombe,Gombe,Tier 5,0
North East,Adamawa,Gombi,Tier 5,0
North West,Sokoto,Goronyo,Tier 5,0
North East,Borno,Gubio,Tier 5,0
North West,Sokoto,Gudu,Tier 5,0
North East,Yobe,Gujba,Tier 5,0
North East,Yobe,Gulani,Tier 5,0
North Central,Benue,Guma,Tier 5,0
North West,Jigawa,Gumel,Tier 5,0
North West,Zamfara,Gummi,Tier 5,0
North Central,Niger,Gurara,Tier 5,0
North West,Jigawa,Guri,Tier 5,0
North West,Zamfara,Gusau,Tier 5,0
North East,Adamawa,Guyuk,Tier 5,0
North West,Sokoto,Gwadabawa,Tier 5,0
North Central,FCT/Abuja,Gwagwalada,Tier 5,0
North West,Kano,Gwale,Tier 5,0
North West,Kebbi,Gwandu,Tier 5,0
North West,Jigawa,Gwaram,Tier 5,0
North West,Kano,Gwarzo,Tier 5,0
North Central,Benue,Gwer East,Tier 5,0
North Central,Benue,Gwer West,Tier 5,0
North West,Jigawa,Gwiwa,Tier 5,0
North East,Borno,Gwoza,Tier 5,0
North West,Jigawa,Hadejia,Tier 5,0
North East,Borno,Hawul,Tier 5,0
North East,Adamawa,Hong,Tier 5,0
South West,Oyo,Ibadan North,Tier 5,0
South West,Oyo,Ibadan North-East,Tier 5,0
South West,Oyo,Ibadan North-West,Tier 5,0
South West,Oyo,Ibadan South-East,Tier 5,0
South West,Oyo,Ibadan South-West,Tier 5,0
North Central,Kogi,Ibaji,Tier 5,0
South West,Oyo,Ibarapa Central,Tier 5,0
South West,Oyo,Ibarapa East,Tier 5,0
South West,Oyo,Ibarapa North,Tier 5,0
South West,Lagos,Ibeju-Lekki,Tier 5,0
South South,Akwa-Ibom,Ibeno,Tier 5,0
South South,Akwa-Ibom,Ibesikpo Asutan,Tier 5,0
North East,Taraba,Ibi,Tier 5,0
South South,Akwa-Ibom,Ibiono-Ibom,Tier 5,0
North Central,Kogi,Idah,Tier 5,0
South West,Ondo,Idanre,Tier 5,0
South East,Imo,Ideato North,Tier 5,0
South East,Imo,Ideato South,Tier 5,0
South East,Anambra,Idemili North,Tier 5,0
South East,Anambra,Idemili South,Tier 5,0
South West,Oyo,Ido,Tier 5,0
South West,Ekiti,Ido Osi,Tier 5,0
South West,Lagos,Ifako-Ijaiye,Tier 5,0
South West,Osun,Ife Central,Tier 5,0
South West,Osun,Ife East,Tier 5,0
South West,Osun,Ife North,Tier 5,0
South West,Osun,Ife South,Tier 5,0
South West,Osun,Ifedayo,Tier 5,0
South West,Ondo,Ifedore,Tier 5,0
South West,Osun,Ifelodun,Tier 5,0
South West,Ogun,Ifo,Tier 5,0
North West,Kaduna,Igabi,Tier 5,0
North Central,Kogi,Igalamela-Odolu,Tier 5,0
South East,Enugu,Igbo Etiti,Tier 5,0
South East,Enugu,Igbo Eze North,Tier 5,0
South East,Enugu,Igbo Eze South,Tier 5,0
South South,Edo,Igueben,Tier 5,0
South East,Anambra,Ihiala,Tier 5,0
South East,Imo,Ihitte/Uboma,Tier 5,0
South West,Ogun,Ijebu East,Tier 5,0
South West,Ogun,Ijebu North,Tier 5,0
South West,Ogun,Ijebu North East,Tier 5,0
South West,Ogun,Ijebu Ode,Tier 5,0
South West,Ekiti,Ijero,Tier 5,0
North Central,Kogi,Ijumu,Tier 5,0
South South,Akwa-Ibom,Ika,Tier 5,0
South South,Delta,Ika North East,Tier 5,0
South South,Delta,Ika South,Tier 5,0
North West,Kaduna,Ikara,Tier 5,0
South East,Imo,Ikeduru,Tier 5,0
South West,Lagos,Ikeja,Tier 5,0
South West,Ogun,Ikenne,Tier 5,0
South West,Ekiti,Ikere,Tier 5,0
South West,Ekiti,Ikole,Tier 5,0
South South,Cross-River,Ikom,Tier 5,0
South South,Akwa-Ibom,Ikono,Tier 5,0
South West,Lagos,Ikorodu,Tier 5,0
South South,Akwa-Ibom,Ikot Abasi (village),Tier 5,0
South South,Akwa-Ibom,Ikot Ekpene,Tier 5,0
South South,Edo,Ikpoba Okha,Tier 5,0
South South,Rivers,Ikwerre,Tier 5,0
South South,Ebonyi,Ikwo,Tier 5,0
South East,Abia,Ikwuano,Tier 5,0
South West,Osun,Ila,Tier 5,0
South West,Ondo,Ilaje,Tier 5,0
South West,Ondo,Ile-Oluji/Okeigbo,Tier 5,0
South West,Ekiti,Ilejemeje,Tier 5,0
South West,Osun,Ilesa East,Tier 5,0
South West,Osun,Ilesa West,Tier 5,0
North West,Sokoto,Illela,Tier 5,0
North Central,Kwara,Ilorin East,Tier 5,0
North Central,Kwara,Ilorin West,Tier 5,0
South West,Ogun,Imeko Afon,Tier 5,0
North West,Kebbi,Ingaski,Tier 5,0
North West,Katsina,Ingawa,Tier 5,0
South South,Akwa-Ibom,Ini,Tier 5,0
South West,Ogun,Ipokia,Tier 5,0
South West,Ondo,Irele,Tier 5,0
South West,Oyo,Irepo,Tier 5,0
South West,Osun,Irepodun,Tier 5,0
South West,Ekiti,Irepodun/Ifelodun,Tier 5,0
South West,Osun,Irewole,Tier 5,0
South West,Ekiti,Ise/Orun,Tier 5,0
South West,Oyo,Iseyin,Tier 5,0
South South,Ebonyi,Ishielu,Tier 5,0
South East,Enugu,Isi Uzo,Tier 5,0
South East,Imo,Isiala Mbano,Tier 5,0
South East,Abia,Isiala Ngwa North,Tier 5,0
South East,Abia,Isiala Ngwa South,Tier 5,0
North Central,Kwara,Isin,Tier 5,0
South West,Osun,Isokan,Tier 5,0
South South,Delta,Isoko North,Tier 5,0
South South,Delta,Isoko South,Tier 5,0
South East,Imo,Isu,Tier 5,0
South East,Abia,Isuikwuato,Tier 5,0
North East,Bauchi,Itas/Gadau,Tier 5,0
South West,Oyo,Itesiwaju,Tier 5,0
South South,Akwa-Ibom,Itu,Tier 5,0
South South,Ebonyi,Ivo,Tier 5,0
South West,Oyo,Iwajowa,Tier 5,0
South West,Osun,Iwo,Tier 5,0
South South,Ebonyi,Izzi,Tier 5,0
North West,Kaduna,Jaba,Tier 5,0
North East,Adamawa,Jada,Tier 5,0
North West,Jigawa,Jahun,Tier 5,0
North East,Yobe,Jakusko,Tier 5,0
North East,Taraba,Jalingo,Tier 5,0
